location,technology,time_step,production
GER,Coal,779,68591.74583057761
GER,Coal,780,68591.74583057761
GER,Coal,781,68591.74583057761
GER,Coal,782,68591.74583057761
GER,Coal,783,68086.3898993481
GER,Coal,784,67028.9306775719
GER,Coal,785,66138.9690058854
GER,Coal,786,68591.74583057761
GER,Coal,787,68591.74583057761
GER,Coal,788,68591.74583057761
GER,Coal,789,64295.697459034
GER,Coal,790,60805.5043792871
GER,Coal,791,58030.6374297298
GER,Coal,792,53309.0893934756
GER,Coal,793,50170.3344578858
GER,Coal,794,47992.6125604325
GER,Coal,795,47139.7466680856
GER,Coal,796,47365.5747394589
GER,Coal,797,48513.4735067035
GER,Coal,798,51503.4242835188
GER,Coal,799,59308.2600150394
GER,Coal,800,66225.74360954731
GER,Coal,801,68589.1735529085
GER,Coal,802,68591.74583057761
GER,Coal,803,68591.74583057761
GER,Coal,804,68591.74583057761
GER,Coal,805,68591.74583057761
GER,Coal,806,68591.74583057761
GER,Coal,807,67688.5263262051
GER,Coal,808,66709.2177731876
GER,Coal,809,65631.7155846899
GER,Coal,810,68591.74583057761
GER,Coal,811,68591.74583057761
GER,Coal,812,68591.74583057761
GER,Coal,813,64976.688814777
GER,Coal,814,61208.385634625
GER,Coal,815,58446.1635841312
GER,Coal,816,54189.5913773902
GER,Coal,817,51086.1306772769
GER,Coal,818,48960.9167930838
GER,Coal,819,47954.3559329107
GER,Coal,820,48008.5695439309
GER,Coal,821,49040.6739485175
GER,Coal,822,52314.9133561151
GER,Coal,823,60265.8509306157
